name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Bergstrom International Airport, Austin, Texas",2022-01-28,57.8,33.2,47.4,57.8,30.2,44.2,27.9,49.2,0,0,0,rain,0,0,32.2,21.9,358.5,1031.2,42.8,9.9,164.6,14.2,6,10,2022-01-28T07:23:27,2022-01-28T18:04:15,0.88,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958,KHYI"
"Bergstrom International Airport, Austin, Texas",2022-01-29,65.9,26.2,44.4,65.9,24.4,43.4,23.3,51.2,0,0,0,,0,0,18.3,9.2,216.9,1028.3,14.7,9.9,167.1,14.5,6,10,2022-01-29T07:22:56,2022-01-29T18:05:07,0.91,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,C2969,TWB37,72254013904,EAUT2,72254413958,KHYI"
"Bergstrom International Airport, Austin, Texas",2022-01-30,69.2,26.2,50.5,69.2,26.2,49.1,32.8,55.1,0,0,0,,0,0,21.9,16.1,196.3,1021.1,22.2,9.9,166.9,14.4,6,10,2022-01-30T07:22:23,2022-01-30T18:06:00,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72253912979,KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958,72054200166,KHYI"
"Bergstrom International Airport, Austin, Texas",2022-01-31,58.9,42.2,53.9,58.9,40.4,53.7,52.2,94.1,4.222,100,66.67,rain,0,0,31.1,16.1,41.2,1014.7,91.7,6.8,24.3,2.2,2,10,2022-01-31T07:21:49,2022-01-31T18:06:52,0,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KATT,KAUS,72064800230,KEDC,C2969,TWB37,72254013904,72254413958,E5093"
"Bergstrom International Airport, Austin, Texas",2022-02-01,65,47.9,56.1,65,47.9,56.1,52.6,89.1,0,0,0,rain,0,0,8.3,6.9,194.6,1010.7,83,7.9,67.9,5.8,3,10,2022-02-01T07:21:14,2022-02-01T18:07:44,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,TWB37,72254013904,EAUT2,72254413958,KHYI"
"Bergstrom International Airport, Austin, Texas",2022-02-02,57.8,37.1,49.5,57.8,28.5,47.2,47.6,93.2,0.594,100,37.5,rain,0,0,34.4,20.8,359,1010.9,97,5.6,23,2.1,1,10,2022-02-02T07:20:37,2022-02-02T18:08:36,0.05,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KATT,KAUS,72064800230,KEDC,C2969,TWB37,72254013904,EAUT2,72254413958"
"Bergstrom International Airport, Austin, Texas",2022-02-03,38,24.2,30,29.7,10,18.1,25.8,84.2,2.001,100,54.17,"rain,freezingrain,snow,ice",1.3,0.6,40.3,27.7,344.4,1022.2,100,8.6,32.5,2.7,1,10,2022-02-03T07:19:59,2022-02-03T18:09:27,0.08,"Snow, Rain, Freezing Drizzle/Freezing Rain, Ice, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"72253912979,KATT,KAUS,72064800230,KEDC,C2969,TWB37,72254013904,EAUT2,72254413958,KHYI"
"Bergstrom International Airport, Austin, Texas",2022-02-04,40.9,21.8,29.6,31.5,7.7,18.8,20.9,70.1,0,0,0,,0,0.7,33.4,21.9,336.5,1035.8,56.4,9.9,145.4,12.6,6,10,2022-02-04T07:19:19,2022-02-04T18:10:19,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958,KHYI"
"Bergstrom International Airport, Austin, Texas",2022-02-05,49.9,20,33.7,49.3,19.6,31.6,19.6,62,0,0,0,,0,0.7,12.1,6.9,171.5,1033.8,0,9.9,180.8,15.5,7,10,2022-02-05T07:18:38,2022-02-05T18:11:10,0.15,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958,E5093"
"Bergstrom International Airport, Austin, Texas",2022-02-06,57.8,18.1,37.7,57.8,18.1,37.1,26,67.5,0,0,0,,0,0.1,12.1,11.4,185,1024.4,4.2,9.9,175.6,15.2,7,10,2022-02-06T07:17:56,2022-02-06T18:12:00,0.18,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958,KHYI,E5093"
"Bergstrom International Airport, Austin, Texas",2022-02-07,60.2,31.9,45.1,60.2,28.8,43.7,30.7,61.7,0,0,0,,0,0,29.7,17.2,355,1028.3,23,9.9,175.8,15.2,7,10,2022-02-07T07:17:12,2022-02-07T18:12:51,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958,KHYI,E5093"
"Bergstrom International Airport, Austin, Texas",2022-02-08,65.9,25.1,45.1,65.9,25.1,44.2,27.4,57.4,0,0,0,,0,0,17.2,9.2,223.6,1025.2,0,9.9,181.7,15.7,7,10,2022-02-08T07:16:27,2022-02-08T18:13:41,0.25,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958,KHYI,E5093"
"Bergstrom International Airport, Austin, Texas",2022-02-09,73.1,34.1,51.1,73.1,34.1,50.3,30,50.5,0,0,0,,0,0,17.2,8,240,1020,10.5,9.9,180.8,15.6,7,10,2022-02-09T07:15:41,2022-02-09T18:14:31,0.28,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958,KHYI,E5093"
"Bergstrom International Airport, Austin, Texas",2022-02-10,72,30.8,51.8,72,30.8,51.3,33.1,55.4,0,0,0,,0,0,16.6,8,200.3,1019,24.6,9.9,179.4,15.6,7,10,2022-02-10T07:14:53,2022-02-10T18:15:20,0.31,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72253912979,KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958,E5093"
"Bergstrom International Airport, Austin, Texas",2022-02-11,74.9,45,59.1,74.9,42,58.1,41.5,55.2,0,0,0,,0,0,28.9,17.2,192.9,1014.3,0,9.9,181,15.7,7,10,2022-02-11T07:14:05,2022-02-11T18:16:09,0.34,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958"
"Bergstrom International Airport, Austin, Texas",2022-02-12,56.9,29,47.5,56.9,25.5,44.9,35.3,65.1,0.02,100,4.17,rain,0,0,45.4,32.2,10.3,1024.9,60.5,9.9,83.8,7.3,4,10,2022-02-12T07:13:15,2022-02-12T18:16:58,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KATT,KAUS,72064800230,KEDC,C2969,TWB37,72254013904,EAUT2,72254413958"
"Bergstrom International Airport, Austin, Texas",2022-02-13,65,26.1,45,65,20.5,42.7,21.3,43.8,0,0,0,,0,0,19.7,10.3,289.6,1031.6,5.3,9.9,187.6,16.3,7,10,2022-02-13T07:12:24,2022-02-13T18:17:46,0.4,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958"
"Bergstrom International Airport, Austin, Texas",2022-02-14,69.2,28.1,49.5,69.2,21.8,47.6,26.2,47.1,0,0,0,,0,0,24.2,17.2,181.1,1026.3,13.7,9.9,190.6,16.6,7,10,2022-02-14T07:11:32,2022-02-14T18:18:34,0.44,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,C2969,TWB37,72254013904,EAUT2,72254413958"
"Bergstrom International Airport, Austin, Texas",2022-02-15,74,30.8,54.9,74,30.8,54.6,43.3,69,0,0,0,,0,0,33.3,24.1,171.9,1021.3,26.1,9.9,176,15.2,6,10,2022-02-15T07:10:39,2022-02-15T18:19:22,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,TWB37,72254013904,EAUT2,72254413958"
"Bergstrom International Airport, Austin, Texas",2022-02-16,74.9,60.2,66.6,74.9,60.2,66.6,60.2,80.7,0,0,0,rain,0,0,34.3,21.9,169.9,1012.4,90.3,9.9,68.2,5.7,2,10,2022-02-16T07:09:44,2022-02-16T18:20:09,0.5,Overcast,Cloudy skies throughout the day.,cloudy,"KATT,KAUS,72064800230,KEDC,C2969,TWB37,72254013904,EAUT2,72254413958"
"Bergstrom International Airport, Austin, Texas",2022-02-17,72,37.1,59.1,72,26.2,56.7,43.2,59,0,0,0,rain,0,0,39.1,30,337.1,1015,56.4,9.9,189.4,16.2,7,10,2022-02-17T07:08:49,2022-02-17T18:20:56,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,TWB37,72254013904,EAUT2,72254413958"
"Bergstrom International Airport, Austin, Texas",2022-02-18,57.8,31.9,42.3,57.8,22.2,37.4,24.5,51.9,0,0,0,,0,0,30,21.9,8.7,1027.7,54.3,9.9,187.5,16.2,7,10,2022-02-18T07:07:53,2022-02-18T18:21:42,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,TWB37,72254013904,EAUT2,72254413958,KHYI"
"Bergstrom International Airport, Austin, Texas",2022-02-19,64.1,24.2,43.3,64.1,19.9,42.8,25.8,58.3,0,0,0,,0,0,12.8,6.9,117.7,1028.9,23.1,9.9,197.1,17.1,7,10,2022-02-19T07:06:55,2022-02-19T18:22:28,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,TWB37,72254013904,EAUT2,72254413958,KHYI"
"Bergstrom International Airport, Austin, Texas",2022-02-20,70.1,34.1,54.2,70.1,32.4,53.4,41.4,63.1,0,0,0,,0,0,25.3,15,183.7,1021.3,81,9.9,134.2,11.4,7,10,2022-02-20T07:05:57,2022-02-20T18:23:14,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,TWB37,72254013904,EAUT2,72254413958,KHYI"
"Bergstrom International Airport, Austin, Texas",2022-02-21,84.8,62.1,71.3,85.1,62.1,71.4,62.1,75.7,0,0,0,rain,0,0,35.8,24.1,180,1011.3,80.8,8.7,152.9,13.3,7,60,2022-02-21T07:04:58,2022-02-21T18:23:59,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,TWB37,72254013904,EAUT2,72254413958"
"Bergstrom International Airport, Austin, Texas",2022-02-22,84.8,49.9,67.9,83,43.1,67.5,53.3,63.5,0,0,0,rain,0,0,32.2,24.2,47.9,1013.2,63.3,9.8,175.5,15.2,7,10,2022-02-22T07:03:58,2022-02-22T18:24:44,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,TWB37,72254013904,EAUT2,72254413958,KHYI"
"Bergstrom International Airport, Austin, Texas",2022-02-23,47.9,29,35.5,40.7,16.6,25,25.5,68.4,0.013,100,8.33,"rain,freezingrain",0,0,31.1,23,4.6,1024.2,100,9.8,33.8,2.9,1,10,2022-02-23T07:02:57,2022-02-23T18:25:28,0.75,"Rain, Freezing Drizzle/Freezing Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KATT,KAUS,72064800230,KEDC,C2969,TWB37,72254013904,EAUT2,72254413958"
"Bergstrom International Airport, Austin, Texas",2022-02-24,36,29,31.6,27.2,17.8,21.9,28.9,90,0,0,0,"rain,freezingrain",0,0.1,23,19.7,358.6,1023.7,100,5.1,33.4,2.9,1,10,2022-02-24T07:01:55,2022-02-24T18:26:12,0.79,Overcast,Cloudy skies throughout the day.,cloudy,"KATT,KAUS,72064800230,KEDC,C2969,TWB37,72254013904,EAUT2,72254413958"
"Bergstrom International Airport, Austin, Texas",2022-02-25,38,30.8,34.2,29.3,17.9,23.8,24,66.9,0,0,0,rain,0,0,33.3,23,15.5,1030.2,99.5,9.9,42.6,3.9,2,10,2022-02-25T07:00:52,2022-02-25T18:26:56,0.82,Overcast,Cloudy skies throughout the day.,cloudy,"KATT,KAUS,72064800230,KEDC,C2969,TWB37,72254013904,EAUT2,72254413958,E5093"
"Bergstrom International Airport, Austin, Texas",2022-02-26,40.9,36,38,34.7,26.4,30.3,34.5,87.3,0.085,100,25,rain,0,0,21.3,16.1,9.8,1028.5,100,6.6,33.1,2.6,2,10,2022-02-26T06:59:49,2022-02-26T18:27:40,0.86,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72253912979,KATT,KAUS,72064800230,KEDC,C2969,TWB37,72254013904,EAUT2,72254413958,72054200166,99999963904"
"Bergstrom International Airport, Austin, Texas",2022-02-27,60.2,30.8,44.1,60.2,28.8,39.8,30,63.2,0,0,0,rain,0,0,26.4,18.3,358.7,1029.6,35.4,9.8,204.5,17.6,7,10,2022-02-27T06:58:45,2022-02-27T18:28:23,0.89,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,TWB37,72254013904,EAUT2,72254413958"
"Bergstrom International Airport, Austin, Texas",2022-02-28,65,24.2,43.7,65,19.9,43.2,23.1,53.7,0,0,0,,0,0,10.1,5.8,54.9,1027.3,30.8,9.9,211.6,18.3,8,10,2022-02-28T06:57:40,2022-02-28T18:29:05,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958"
"Bergstrom International Airport, Austin, Texas",2022-03-01,71.1,29.9,50.5,71.1,26,49.3,26.8,47,0,0,0,,0,0,12.3,9.2,221.5,1023.3,52.3,9.9,207.9,17.9,8,10,2022-03-01T06:56:34,2022-03-01T18:29:47,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,TWB37,72254013904,EAUT2,72254413958"
"Bergstrom International Airport, Austin, Texas",2022-03-02,73.1,34.1,55.2,73.1,34.1,55.1,35.5,53.2,0,0,0,,0,0,18.3,10.3,152.1,1021.9,70.1,9.9,177.3,15.3,7,10,2022-03-02T06:55:28,2022-03-02T18:30:29,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,TWB37,72254013904,EAUT2,72254413958"
"Bergstrom International Airport, Austin, Texas",2022-03-03,76.9,47,62.3,76.9,47,62.3,48.6,64.9,0,0,0,,0,0,18.3,8.1,178.4,1020.5,69.1,9.9,201.2,17.1,7,10,2022-03-03T06:54:21,2022-03-03T18:31:11,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,TWB37,72254013904,EAUT2,72254413958,KHYI"
"Bergstrom International Airport, Austin, Texas",2022-03-04,78.2,58.9,67.3,78.2,58.9,67.3,58.9,76.5,0,0,0,rain,0,0,30,19.7,159.8,1017.9,86,9.3,74.3,6.3,3,10,2022-03-04T06:53:14,2022-03-04T18:31:52,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,TWB37,72254013904,EAUT2,72254413958"
"Bergstrom International Airport, Austin, Texas",2022-03-05,80.1,64.1,70.5,81.2,64.1,70.5,61.6,74.9,0,0,0,rain,0,0,34,20.8,176,1013.6,96.5,9.9,75.5,6.6,3,10,2022-03-05T06:52:06,2022-03-05T18:32:33,0.1,Overcast,Cloudy skies throughout the day.,cloudy,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958"
"Bergstrom International Airport, Austin, Texas",2022-03-06,79.1,66.8,72.9,79.1,66.8,72.9,64.7,76.7,0,0,0,rain,0,0,36.9,24.1,167.7,1011.9,93,9.9,68.5,5.8,2,30,2022-03-06T06:50:57,2022-03-06T18:33:14,0.13,Overcast,Cloudy skies throughout the day.,cloudy,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958"
"Bergstrom International Airport, Austin, Texas",2022-03-07,71.1,43.1,48.9,71.1,34.1,43.2,34.5,59.5,0.09,100,4.17,rain,0,0,34.4,24.1,4,1021.6,95.9,9.9,65,5.4,2,30,2022-03-07T06:49:48,2022-03-07T18:33:54,0.16,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"KATT,KAUS,72064800230,KEDC,C2969,TWB37,72254013904,EAUT2,72254413958"
"Bergstrom International Airport, Austin, Texas",2022-03-08,54,40.9,45.3,54,32.4,40.1,33.9,64.7,0.012,100,4.17,rain,0,0,26.8,17.2,18.3,1018.2,75.6,9.8,89.5,7.7,5,10,2022-03-08T06:48:39,2022-03-08T18:34:34,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KATT,KAUS,72064800230,KEDC,C2969,TWB37,72254013904,EAUT2,72254413958"
"Bergstrom International Airport, Austin, Texas",2022-03-09,60.2,35.1,45.6,60.2,29.1,43.2,31.9,63.7,0,0,0,,0,0,20.6,16.1,25.9,1017.3,51.8,9.9,204.2,17.4,8,10,2022-03-09T06:47:29,2022-03-09T18:35:14,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958"
"Bergstrom International Airport, Austin, Texas",2022-03-10,72,31.9,54.3,72,31.9,54.3,40.6,63.6,0,0,0,,0,0,20.8,13.9,157.6,1013.7,24,9.9,216.5,18.5,8,10,2022-03-10T06:46:19,2022-03-10T18:35:53,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958"
"Bergstrom International Airport, Austin, Texas",2022-03-11,61.1,37.1,45.8,61.1,24.6,38.8,34.8,65.7,0,0,0,rain,0,0,43.8,30,348.8,1018.5,82.4,9.8,61.7,5.2,2,10,2022-03-11T06:45:08,2022-03-11T18:36:32,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,TWB37,72254013904,EAUT2,72254413958,KHYI"
"Bergstrom International Airport, Austin, Texas",2022-03-12,56,24.2,41.1,56,18.2,36.7,14.6,37.3,0,0,0,,0,0,32.3,21.9,352.7,1031.3,15.8,9.9,229.6,19.9,8,10,2022-03-12T06:43:57,2022-03-12T18:37:11,0.32,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,C2969,TWB37,72254013904,EAUT2,72254413958"
"Bergstrom International Airport, Austin, Texas",2022-03-13,65.9,20.9,46.4,65.9,20.9,46.2,28.1,54.1,0,0,0,,0,0,31.1,17.2,166.6,1025.3,34.3,9.9,196.1,16.3,7,10,2022-03-13T07:42:45,2022-03-13T19:37:50,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958"
"Bergstrom International Airport, Austin, Texas",2022-03-14,81,43.1,61.9,80.6,41.5,61.5,50,69.2,0,0,0,rain,0,0,36,20.8,196.7,1016.8,61.6,9.9,178.1,15.4,8,30,2022-03-14T07:41:34,2022-03-14T19:38:29,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,TWB37,72254013904,EAUT2,72254413958"
"Bergstrom International Airport, Austin, Texas",2022-03-15,74.9,48.8,62.6,74.9,48.8,62.6,36.8,41.1,0,0,0,,0,0,28.9,17.2,325,1020.1,2.1,9.9,228.3,19.6,8,10,2022-03-15T07:40:22,2022-03-15T19:39:07,0.42,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,C2969,TWB37,72254013904,EAUT2,72254413958"
"Bergstrom International Airport, Austin, Texas",2022-03-16,81,38.9,62.5,79.4,38.9,62.1,41.3,51.4,0,0,0,,0,0,24.8,15,184.2,1015.6,9.9,9.9,229.9,19.7,8,10,2022-03-16T07:39:10,2022-03-16T19:39:45,0.45,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,C2969,TWB37,72254013904,EAUT2,72254413958,KHYI"
"Bergstrom International Airport, Austin, Texas",2022-03-17,70.1,43.1,61.3,70.1,41.5,61.2,56.6,85.4,0,0,0,rain,0,0,30,18.3,168.4,1008,80.8,6.3,65.8,5.7,4,30,2022-03-17T07:37:57,2022-03-17T19:40:23,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958"
"Bergstrom International Airport, Austin, Texas",2022-03-18,73.1,47,61.4,73.1,44.9,61.3,37.8,45.4,0,0,0,rain,0,0,35.9,23,324.5,1015.7,19.9,9.6,234.4,20.2,8,75,2022-03-18T07:36:45,2022-03-18T19:41:01,0.5,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,C2969,TWB37,72254013904,EAUT2,72254413958"
"Bergstrom International Airport, Austin, Texas",2022-03-19,75.8,37.1,57.7,75.8,36.8,57.3,30.7,43.6,0,0,0,,0,0,14.5,8.1,136,1021.9,32.5,9.9,230.8,20,8,10,2022-03-19T07:35:32,2022-03-19T19:41:39,0.55,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958"
"Bergstrom International Airport, Austin, Texas",2022-03-20,76.9,35.2,59.7,76.9,35.2,59.6,38.5,51.1,0,0,0,,0,0,33.3,24.2,151.9,1020.5,40.9,9.9,231.4,20,8,10,2022-03-20T07:34:19,2022-03-20T19:42:16,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958"
"Bergstrom International Airport, Austin, Texas",2022-03-21,80.1,58.9,68.4,82.4,58.9,68.5,63.6,85.2,0.921,100,45.83,rain,0,0,37.3,23,155,1007,95.4,8.5,76,6.7,4,75,2022-03-21T07:33:06,2022-03-21T19:42:53,0.62,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72253912979,KATT,KAUS,72064800230,KEDC,C2969,TWB37,72254013904,EAUT2,72254413958,KHYI"
"Bergstrom International Airport, Austin, Texas",2022-03-22,67.9,49.9,59.7,67.9,48.3,59.6,43.3,56.7,1.194,100,20.83,rain,0,0,40.3,19.7,307.1,1008.8,46.6,9.6,235.4,20.1,8,30,2022-03-22T07:31:53,2022-03-22T19:43:31,0.66,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"KATT,KAUS,72064800230,KEDC,C2969,TWB37,72254013904,EAUT2,72254413958,KHYI,E5093"
"Bergstrom International Airport, Austin, Texas",2022-03-23,69.2,42.2,55.2,69.2,38.9,54.3,28.2,39.3,0,0,0,,0,0,23.4,16.1,302,1016.3,27.2,9.9,233,20.3,8,10,2022-03-23T07:30:40,2022-03-23T19:44:08,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72253912979,KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958,KHYI,E5093"
"Bergstrom International Airport, Austin, Texas",2022-03-24,74,38.9,55,74,36.8,54.3,28.2,42.9,0,0,0,,0,0,32.2,18.3,313.3,1016.5,12,9.9,243.5,21,8,10,2022-03-24T07:29:27,2022-03-24T19:44:45,0.73,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958,E5093"
"Bergstrom International Airport, Austin, Texas",2022-03-25,83,43.1,63.6,80.4,40.3,62.6,32.2,38.7,0,0,0,,0,0,16.1,9.2,179,1018,4.2,9.8,242.9,21.1,8,10,2022-03-25T07:28:13,2022-03-25T19:45:22,0.75,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958,E5093"
"Bergstrom International Airport, Austin, Texas",2022-03-26,88.1,40.9,65.2,84.4,40.9,64.1,38,46.6,0,0,0,,0,0,30,19.7,192.1,1016.4,8.4,9.9,244.7,21.1,8,10,2022-03-26T07:27:00,2022-03-26T19:45:59,0.8,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958,E5093"
"Bergstrom International Airport, Austin, Texas",2022-03-27,84.8,52.1,68.4,82,52.1,67.9,46.3,50,0,0,0,,0,0,30.2,21.9,189.2,1014.5,44.5,9.9,235.2,20.1,8,10,2022-03-27T07:25:47,2022-03-27T19:46:36,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958,E5093"
"Bergstrom International Airport, Austin, Texas",2022-03-28,83.9,54,68.8,83.2,54,68.7,56.5,68.9,0,0,0,rain,0,0,32.3,21.9,172.8,1014.2,46,9.9,232,20,8,10,2022-03-28T07:24:35,2022-03-28T19:47:12,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958,KHYI,E5093"
"Bergstrom International Airport, Austin, Texas",2022-03-29,79.1,66.8,72.3,79.1,66.8,72.3,62.5,72.7,0,0,0,rain,0,0,40.3,24.2,169.3,1007,94,9.9,79.7,6.9,3,10,2022-03-29T07:23:22,2022-03-29T19:47:49,0.91,Overcast,Cloudy skies throughout the day.,cloudy,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958"
"Bergstrom International Airport, Austin, Texas",2022-03-30,79.1,57.8,70.7,79.1,57.8,70.7,49.1,52.3,0.2,100,12.5,rain,0,0,41.5,24.2,268.5,1002.1,44.9,9.5,245.6,21.5,8,10,2022-03-30T07:22:09,2022-03-30T19:48:26,0.94,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,"KATT,KAUS,72064800230,KEDC,C2969,TWB37,72254013904,EAUT2,72254413958,E5093"
"Bergstrom International Airport, Austin, Texas",2022-03-31,73.1,43.1,59.6,73.1,38.9,59.1,37.8,49.3,0,0,0,,0,0,23,15,52,1011.1,16.8,9.9,246.3,21.4,8,10,2022-03-31T07:20:57,2022-03-31T19:49:02,0.98,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958,E5093"
"Bergstrom International Airport, Austin, Texas",2022-04-01,81,42.2,61.9,79.8,40.4,61.7,44.1,58.7,0,0,0,,0,0,33.3,19.7,153,1013.8,21,9.9,239.2,20.7,8,10,2022-04-01T07:19:45,2022-04-01T19:49:39,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958"
"Bergstrom International Airport, Austin, Texas",2022-04-02,83.9,57.8,69.7,81.4,57.8,69.2,51.5,58,0,0,0,,0,0,24.2,12.7,29.4,1014.7,26.7,9.9,250.3,21.9,8,10,2022-04-02T07:18:33,2022-04-02T19:50:16,0.05,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958,E5093"
