name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Bergstrom International Airport, Austin, Texas",2023-07-10,101,76.9,88.7,109.2,76.9,94.9,73,63.6,0,0,0,,0,0,26.4,18.3,185.4,1011.6,30.4,9.9,279.5,24.3,9,60,2023-07-10T06:36:48,2023-07-10T20:35:14,0.75,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72253912979,KATT,KAUS,72064800230,C2969,KEDC,72254013904,72254413958,72054200166,KHYI"
"Bergstrom International Airport, Austin, Texas",2023-07-11,101,78.2,88.7,112.6,78.2,96,74,65,0,0,0,rain,0,0,31,18.3,177.3,1011.9,56.6,9.9,254.8,21.9,8,60,2023-07-11T06:37:18,2023-07-11T20:34:59,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72253912979,KATT,KAUS,72064800230,C2969,KEDC,72254013904,72254413958,KHYI"
"Bergstrom International Airport, Austin, Texas",2023-07-12,103.9,79.1,89.9,112,79.1,96.8,73,61.6,0,0,0,,0,0,33.4,20.8,185.1,1010.7,35.6,9.9,287.9,24.7,9,60,2023-07-12T06:37:49,2023-07-12T20:34:43,0.82,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72253912979,KATT,KAUS,72064800230,C2969,KEDC,72254013904,72254413958,KHYI"
"Bergstrom International Airport, Austin, Texas",2023-07-13,103.9,76.9,89.5,112,76.9,96.9,73.6,63.8,0,0,0,,0,0,31,16.1,175.1,1009.9,40.9,9.9,286.5,24.8,9,60,2023-07-13T06:38:20,2023-07-13T20:34:26,0.86,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KATT,KAUS,72064800230,C2969,KEDC,72254013904,72254413958"
"Bergstrom International Airport, Austin, Texas",2023-07-14,101.9,78.2,89.4,108.3,78.2,94.8,72.4,62.2,0,0,0,,0,0,31.1,19.7,176.6,1010.3,58.6,9.9,279.4,24.2,9,30,2023-07-14T06:38:52,2023-07-14T20:34:07,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,C2969,KEDC,72254013904,72254413958,KHYI"
"Bergstrom International Airport, Austin, Texas",2023-07-15,102.8,75.8,89.3,105.7,75.8,92.9,70.4,60,0,0,0,rain,0,0,24.2,15,181.3,1012.1,37.3,9.7,286.2,24.7,9,30,2023-07-15T06:39:24,2023-07-15T20:33:47,0.93,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KATT,KAUS,72064800230,C2969,KEDC,72254013904,72254413958,KHYI"
"Bergstrom International Airport, Austin, Texas",2023-07-16,102.8,78.2,88.7,105.6,78.2,92.1,69.7,59,0,0,0,,0,0,21.9,12.7,182.3,1014,46.6,9.6,232.3,20.1,9,30,2023-07-16T06:39:57,2023-07-16T20:33:25,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,C2969,KEDC,72254013904,72254413958,KHYI"
"Bergstrom International Airport, Austin, Texas",2023-07-17,101.9,74,88.7,103.4,74,90.6,66.6,53.5,0,0,0,,0,0,21.9,12.7,181.6,1014.4,7.3,9.9,282.3,24.4,9,15,2023-07-17T06:40:30,2023-07-17T20:33:01,0,Clear,Clear conditions throughout the day.,clear-day,"72253912979,KATT,KAUS,72064800230,C2969,KEDC,72254013904,72254413958,KHYI"
"Bergstrom International Airport, Austin, Texas",2023-07-18,102.8,75.8,89.4,106.4,75.8,93.4,70.1,58.7,0,0,0,,0,0,24.2,15,184.4,1014.5,11.5,9.9,282.3,24.5,9,30,2023-07-18T06:41:04,2023-07-18T20:32:37,0.03,Clear,Clear conditions throughout the day.,clear-day,"72253912979,KATT,KAUS,72064800230,C2969,KEDC,72254013904,72254413958,72054200166,KHYI"
"Bergstrom International Airport, Austin, Texas",2023-07-19,101.9,75.8,89.1,107.2,75.8,93.7,71.1,60.2,0,0,0,,0,0,32.2,23,175,1015.4,13.1,9.8,279.1,24.2,9,60,2023-07-19T06:41:38,2023-07-19T20:32:11,0.06,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,C2969,KEDC,72254013904,72254413958,KHYI"
"Bergstrom International Airport, Austin, Texas",2023-07-20,101.9,78.2,88.6,104.3,78.2,92.6,70.1,59.2,0,0,0,,0,0,29.6,16.1,176.6,1015.6,27.8,9.8,287.6,25,9,60,2023-07-20T06:42:12,2023-07-20T20:31:43,0.1,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KATT,KAUS,72064800230,C2969,KEDC,72254013904,72254413958,KHYI"
"Bergstrom International Airport, Austin, Texas",2023-07-21,100.3,73.2,86.1,100.8,73.2,87.7,67.7,61.1,0,0,0,,0,0,21.9,13.9,176.3,1013.9,24.4,9.8,280.4,24.4,9,30,2023-07-21T06:42:46,2023-07-21T20:31:14,0.13,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72253912979,KATT,KAUS,72064800230,C2969,KEDC,72254013904,72254413958,KHYI"
"Bergstrom International Airport, Austin, Texas",2023-07-22,101,75.8,88.9,105.6,75.8,92.6,69,55.8,0,0,0,,0,0,19.5,11.4,52.1,1012.5,37.7,9.9,267.3,23.2,9,30,2023-07-22T06:43:21,2023-07-22T20:30:44,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,C2969,KEDC,72254013904,72254413958"
"Bergstrom International Airport, Austin, Texas",2023-07-23,101,80.1,90,107.2,83.1,95,68.9,52.8,0,0,0,,0,0,26.4,15,51.9,1013.7,54.5,9.9,260.4,22.5,9,60,2023-07-23T06:43:56,2023-07-23T20:30:12,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,C2969,KEDC,72254013904,72254413958"
"Bergstrom International Airport, Austin, Texas",2023-07-24,100.1,71.1,86.5,103.1,71.1,89.7,68.6,59.8,0,0,0,,0,0,19.5,15,158.3,1016.7,25.1,9.9,285,24.6,9,30,2023-07-24T06:44:32,2023-07-24T20:29:39,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72253912979,KATT,KAUS,72064800230,C2969,KEDC,72254013904,72254413958,72054200166,KHYI"
"Bergstrom International Airport, Austin, Texas",2023-07-25,100.1,73.1,86.5,103.2,73.1,89.1,69.2,62.5,0,0,0,,0,0,20.8,12.7,174.4,1017.2,21.4,9.9,286,24.8,9,60,2023-07-25T06:45:07,2023-07-25T20:29:04,0.25,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KATT,KAUS,72064800230,C2969,KEDC,72254013904,72254413958,KHYI"
"Bergstrom International Airport, Austin, Texas",2023-07-26,99,75.8,87.3,103.8,75.8,90.9,70.7,62.6,0,0,0,,0,0,20.8,17.2,176.9,1015.8,30.8,9.5,261.5,22.8,9,60,2023-07-26T06:45:43,2023-07-26T20:28:28,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,C2969,KEDC,72254013904,72254413958"
"Bergstrom International Airport, Austin, Texas",2023-07-27,97.1,73.1,86.4,100.1,73.1,88.7,68,59.1,0,0,0,,0,0,21.9,13.9,166.9,1015.3,20.9,9.8,260.6,22.5,9,60,2023-07-27T06:46:19,2023-07-27T20:27:51,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,C2969,KEDC,72254013904,72254413958,KHYI"
"Bergstrom International Airport, Austin, Texas",2023-07-28,98.1,73.1,86.7,99,73.1,88.5,67.2,57.5,0,0,0,,0,0,21.9,13.9,173.1,1016.1,22,9.8,267.5,23.1,9,30,2023-07-28T06:46:55,2023-07-28T20:27:13,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,C2969,KEDC,72254013904,72254413958"
"Bergstrom International Airport, Austin, Texas",2023-07-29,99,72,86.5,98.5,72,87.3,64.6,53.7,0,0,0,,0,0,21.2,11.4,182.3,1017,21.5,9.9,271.7,23.4,9,10,2023-07-29T06:47:31,2023-07-29T20:26:33,0.4,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72253912979,KATT,KAUS,72064800230,C2969,KEDC,72254013904,72254413958,KHYI"
"Bergstrom International Airport, Austin, Texas",2023-07-30,101,74,87.9,104.3,74,90.6,68,55.8,0,0,0,,0,0,19.5,11.4,173.1,1016.5,21.5,9.9,276.4,23.9,9,30,2023-07-30T06:48:07,2023-07-30T20:25:52,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,C2969,KEDC,72254013904,72254413958,KHYI"
"Bergstrom International Airport, Austin, Texas",2023-07-31,102.8,74,89.7,107.8,74,93.4,68.6,53.9,0,0,0,,0,0,20.8,13.9,152.7,1015.2,33.4,9.9,237,20.4,9,30,2023-07-31T06:48:43,2023-07-31T20:25:09,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,C2969,KEDC,72254013904,72254413958,KHYI"
"Bergstrom International Airport, Austin, Texas",2023-08-01,102.8,76.9,88.7,109.4,76.9,92.7,69.7,56.5,0,0,0,,0,0,27.7,13.9,166,1015.3,35.6,9.9,218.8,18.9,8,30,2023-08-01T06:49:19,2023-08-01T20:24:26,0.5,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KATT,KAUS,72064800230,C2969,KEDC,72254013904,72254413958"
"Bergstrom International Airport, Austin, Texas",2023-08-02,103.9,73.1,89.7,107,73.1,92.9,67.6,52.3,0,0,0,,0,0,25.3,16.1,177.6,1014.8,17.8,9.9,281,24.2,9,30,2023-08-02T06:49:56,2023-08-02T20:23:41,0.53,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,C2969,KEDC,72254013904,72254413958"
"Bergstrom International Airport, Austin, Texas",2023-08-03,102.8,76.9,89.6,107.8,76.9,94.6,70.9,58.3,0,0,0,,0,0,28.9,15,179.2,1013.6,17.9,9.9,273.2,23.6,9,60,2023-08-03T06:50:32,2023-08-03T20:22:55,0.57,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,C2969,KEDC,72254013904,72254413958,KHYI"
"Bergstrom International Airport, Austin, Texas",2023-08-04,103.9,78.2,91,109.8,78.2,96.2,70.9,56.7,0,0,0,,0,0,23,16.1,175.5,1011.9,17.8,9.9,273.1,23.6,8,60,2023-08-04T06:51:08,2023-08-04T20:22:08,0.6,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,C2969,KEDC,72254013904,72254413958,KHYI"
"Bergstrom International Airport, Austin, Texas",2023-08-05,103.9,78.2,91.1,107,78.2,95.4,69.3,54.1,0,0,0,,0,0,25.3,17.2,178.6,1012.4,18.9,9.9,271.4,23.4,9,60,2023-08-05T06:51:44,2023-08-05T20:21:19,0.63,Clear,Clear conditions throughout the day.,clear-day,"72253912979,KATT,KAUS,72064800230,C2969,KEDC,72254013904,72254413958,KHYI"
"Bergstrom International Airport, Austin, Texas",2023-08-06,103.9,75.8,90.4,109.5,75.8,96.1,71.5,58.3,0,0,0,,0,0,27.7,18.3,177.1,1012.8,26.2,9.9,267,23,9,30,2023-08-06T06:52:21,2023-08-06T20:20:30,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,C2969,KEDC,72254013904,72254413958"
"Bergstrom International Airport, Austin, Texas",2023-08-07,105.2,79.1,91.1,107.2,79.1,96.3,70.5,56.9,0,0,0,rain,0,0,27.7,16.1,177.4,1013.2,17.3,9.9,270.1,23.2,8,30,2023-08-07T06:52:57,2023-08-07T20:19:39,0.7,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,C2969,KEDC,72254013904,72254413958,KHYI"
"Bergstrom International Airport, Austin, Texas",2023-08-08,105.2,79.1,90.8,109.9,79.1,96.4,71.3,58.2,0,0,0,,0,0,33.5,19.7,187.6,1012.3,35.1,9.9,272.3,23.4,9,30,2023-08-08T06:53:33,2023-08-08T20:18:47,0.75,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KATT,KAUS,72064800230,C2969,KEDC,72254013904,72254413958,KHYI"
"Bergstrom International Airport, Austin, Texas",2023-08-09,108,76.9,90.7,112.7,76.9,96.7,72.3,60.6,0,0,0,rain,0,0,34.4,20.8,180.3,1009.1,22.6,9.9,265.2,22.9,9,60,2023-08-09T06:54:09,2023-08-09T20:17:54,0.77,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72253912979,KATT,KAUS,72064800230,C2969,KEDC,72254013904,72254413958,KHYI"
"Bergstrom International Airport, Austin, Texas",2023-08-10,106.1,78.2,91.2,113.5,78.2,98.2,72.4,58.9,0,0,0,,0,0,32.1,19.7,179.3,1008.4,24.1,9.8,273.2,23.7,8,30,2023-08-10T06:54:45,2023-08-10T20:17:00,0.81,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KATT,KAUS,72064800230,C2969,KEDC,72254013904,72254413958"
"Bergstrom International Airport, Austin, Texas",2023-08-11,106.1,79.1,91.5,111,79.1,98.1,71.7,57.8,0,0,0,,0,0,28.9,17.2,177.7,1009.7,28.9,9.9,278,24,9,60,2023-08-11T06:55:21,2023-08-11T20:16:05,0.84,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KATT,KAUS,72064800230,C2969,KEDC,72254013904,72254413958"
"Bergstrom International Airport, Austin, Texas",2023-08-12,105.2,80.1,91.4,112.4,85.5,99,72.8,59.6,0,0,0,,0,0,32.2,18.3,179.1,1011.5,33.6,9.8,249.7,21.5,8,75,2023-08-12T06:55:57,2023-08-12T20:15:09,0.87,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KATT,KAUS,72064800230,C2969,KEDC,72254013904,72254413958,KHYI"
"Bergstrom International Airport, Austin, Texas",2023-08-13,105.2,81,91.6,111.4,87.4,99,72.2,58.1,0,0,0,,0,0,27.7,18.3,180.5,1012.5,37.2,9.9,285,24.5,9,75,2023-08-13T06:56:32,2023-08-13T20:14:12,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,C2969,KEDC,72254013904,72254413958"
"Bergstrom International Airport, Austin, Texas",2023-08-14,106.1,74.9,90.2,107.9,74.9,94,68.9,56,0,0,0,rain,0,0,20.8,15,189,1014.3,31.4,9.9,264.9,22.7,8,60,2023-08-14T06:57:08,2023-08-14T20:13:14,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72253912979,KATT,KAUS,72064800230,C2969,KEDC,72254013904,72254413958,KHYI"
"Bergstrom International Airport, Austin, Texas",2023-08-15,101,78.2,90,101.9,78.2,91.3,62.9,43.5,0,0,0,rain,0,0,23,15,29.6,1016.1,20.9,9.9,261.4,22.7,8,30,2023-08-15T06:57:43,2023-08-15T20:12:15,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,C2969,KEDC,72254013904,72254413958,KHYI"
"Bergstrom International Airport, Austin, Texas",2023-08-16,102.8,71.1,88.2,102.4,71.1,87.5,57.2,37.8,0,0,0,,0,0,16.1,12.7,44.5,1013.8,14.7,9.9,263.9,22.8,9,10,2023-08-16T06:58:19,2023-08-16T20:11:16,0,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,C2969,KEDC,72254013904,72254413958"
"Bergstrom International Airport, Austin, Texas",2023-08-17,109.1,74,91.5,109.3,74,93.4,64.2,45.8,0,0,0,,0,0,21.9,13.9,177.3,1010.7,8.4,9.9,262.7,22.6,8,30,2023-08-17T06:58:54,2023-08-17T20:10:15,0.04,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,C2969,KEDC,72254013904,72254413958,KHYI"
"Bergstrom International Airport, Austin, Texas",2023-08-18,106.1,75.8,91,107.7,75.8,92.9,65.1,47,0,0,0,,0,0,18.3,11.4,174.5,1011.7,13.7,9.9,265,22.8,9,15,2023-08-18T06:59:29,2023-08-18T20:09:13,0.08,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,C2969,KEDC,72254013904,72254413958"
"Bergstrom International Airport, Austin, Texas",2023-08-19,103.9,72,89.3,104.5,72,91.6,67.1,54.9,0,0,0,,0,0,19.7,12.7,175.8,1012.8,27.3,9.8,258.3,22.2,8,30,2023-08-19T07:00:04,2023-08-19T20:08:11,0.11,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KATT,KAUS,72064800230,C2969,KEDC,72254013904,72254413958,KHYI"
"Bergstrom International Airport, Austin, Texas",2023-08-20,106.1,75.8,91.3,111,75.8,94.9,68,51.5,0,0,0,,0,0,21.9,10.3,151.1,1013.9,31.4,9.9,229.1,19.7,8,60,2023-08-20T07:00:38,2023-08-20T20:07:08,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,C2969,KEDC,72254013904,72254413958"
"Bergstrom International Airport, Austin, Texas",2023-08-21,105.2,80.1,92.9,108.5,82,95.9,65.3,42.1,0,0,0,,0,0,25.3,16.1,153.5,1013.4,43.4,9.9,214.3,18.5,8,10,2023-08-21T07:01:13,2023-08-21T20:06:03,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,C2969,KEDC,72254013904,72254413958"
"Bergstrom International Airport, Austin, Texas",2023-08-22,98.1,78.2,86.4,103.6,78.2,92.9,72.3,64.5,0.142,100,4.17,rain,0,0,44.5,24.1,85.4,1013.8,68.6,9.7,172.3,14.8,8,30,2023-08-22T07:01:48,2023-08-22T20:04:59,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KATT,KAUS,72064800230,C2969,KEDC,72254013904,72254413958"
"Bergstrom International Airport, Austin, Texas",2023-08-23,101,78.2,88.2,105.2,78.2,92.7,71.4,62.8,0,0,0,,0,0,21.9,12.7,128.7,1014.3,47.5,9.9,225.7,19.5,9,60,2023-08-23T07:02:22,2023-08-23T20:03:53,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72253912979,KATT,KAUS,72064800230,C2969,KEDC,72254013904,72254413958,72054200166"
"Bergstrom International Airport, Austin, Texas",2023-08-24,106.1,75.8,91,111,75.8,94.4,68.3,52.5,0,0,0,,0,0,20.8,10.3,186.2,1013.4,47.5,9.9,228.5,19.7,8,30,2023-08-24T07:02:56,2023-08-24T20:02:47,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,C2969,KEDC,72254013904,72254413958"
"Bergstrom International Airport, Austin, Texas",2023-08-25,106.1,76.9,92.3,111.7,76.9,95.9,67.3,47.7,0,0,0,,0,0,17.2,12.7,134.2,1012,30.3,9.9,249.3,21.6,8,30,2023-08-25T07:03:30,2023-08-25T20:01:40,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,C2969,KEDC,72254013904,72254413958,KHYI"
"Bergstrom International Airport, Austin, Texas",2023-08-26,105.2,74,90.1,105.4,74,92.4,66.3,52.3,0,0,0,,0,0,18.3,12.7,161.5,1011.8,24.2,9.9,251.3,21.9,8,30,2023-08-26T07:04:04,2023-08-26T20:00:32,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,C2969,KEDC,72254013904,72254413958,KHYI"
"Bergstrom International Airport, Austin, Texas",2023-08-27,109.1,78.2,90.9,111.2,78.2,93.6,66,48.6,0,0,0,,0,0,39.4,25.5,311.6,1009.5,45,9.8,244,21.2,8,10,2023-08-27T07:04:38,2023-08-27T19:59:24,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,C2969,KEDC,72254013904,72254413958"
"Bergstrom International Airport, Austin, Texas",2023-08-28,100.1,74.9,87.4,107.2,74.9,89.5,65.9,53.3,0,0,0,,0,0,27.9,19.7,6,1009.6,43.9,9.9,253.8,21.9,9,30,2023-08-28T07:05:12,2023-08-28T19:58:15,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,C2969,KEDC,72254013904,72254413958"
"Bergstrom International Airport, Austin, Texas",2023-08-29,100.1,74,87.5,100.8,74,88.9,65.2,51.1,0,0,0,rain,0,0,30,18.3,29.5,1010.7,41.4,9.9,226.8,19.6,9,10,2023-08-29T07:05:45,2023-08-29T19:57:06,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,C2969,KEDC,72254013904,72254413958"
"Bergstrom International Airport, Austin, Texas",2023-08-30,101,67.9,86,100,67.9,85.4,58.9,44.4,0,0,0,,0,0,19.2,15,6.1,1010.3,22.5,9.9,212.6,18.4,8,10,2023-08-30T07:06:19,2023-08-30T19:55:56,0.5,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KATT,KAUS,72064800230,C2969,KEDC,72254013904,72254413958"
"Bergstrom International Airport, Austin, Texas",2023-08-31,101.9,69.2,86.1,100.6,69.2,85.3,57.8,43,0,0,0,,0,0,20.8,11.4,73.1,1009.9,15.2,9.8,243.5,21.1,9,10,2023-08-31T07:06:52,2023-08-31T19:54:45,0.52,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,C2969,KEDC,72254013904,72254413958,KHYI"
"Bergstrom International Airport, Austin, Texas",2023-09-01,100.1,69.2,86.5,100.2,69.2,86.8,61.9,48.4,0,0,0,,0,0,23,12.7,120.7,1013.1,17.8,9.9,207.7,18.2,9,10,2023-09-01T07:07:25,2023-09-01T19:53:34,0.55,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,C2969,KEDC,72254013904,72254413958"
"Bergstrom International Airport, Austin, Texas",2023-09-02,101.9,70.1,86.7,102.9,70.1,87.3,62.2,48.6,0,0,0,,0,0,13.9,9.2,135.1,1014.2,22,9.9,223.5,19.4,8,30,2023-09-02T07:07:58,2023-09-02T19:52:23,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,C2969,KEDC,72254013904,72254413958"
"Bergstrom International Airport, Austin, Texas",2023-09-03,101,75.8,87.9,100.8,75.8,89.4,65,51.4,0,0,0,,0,0,23,15,164.8,1012.5,32,9.9,250,21.5,8,30,2023-09-03T07:08:31,2023-09-03T19:51:11,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,C2969,KEDC,72254013904,72254413958"
"Bergstrom International Airport, Austin, Texas",2023-09-04,101.9,75.8,88.7,106.7,75.8,93.5,71.3,61,0,0,0,,0,0,26.4,17.2,177,1009.3,38.2,9.7,237,20.4,9,60,2023-09-04T07:09:04,2023-09-04T19:49:58,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,C2969,KEDC,72254013904,72254413958"
"Bergstrom International Airport, Austin, Texas",2023-09-05,103.9,80.1,90.5,108.4,85.5,97.2,72,59.4,0,0,0,rain,0,0,33.3,18.3,175.7,1009.9,36.6,9.9,247.5,21.4,8,75,2023-09-05T07:09:37,2023-09-05T19:48:46,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,C2969,KEDC,72254013904,72254413958"
"Bergstrom International Airport, Austin, Texas",2023-09-06,102.8,78.2,89.2,108.5,78.2,94.2,71.1,59.5,0,0,0,rain,0,0,21.9,12.7,180,1012.6,36.1,9.9,252.7,21.9,8,60,2023-09-06T07:10:10,2023-09-06T19:47:32,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,C2969,KEDC,72254013904,72254413958,KHYI"
"Bergstrom International Airport, Austin, Texas",2023-09-07,105.2,78.2,91.5,109.9,78.2,96.1,69.7,53.9,0,0,0,,0,0,20.8,11.4,192.3,1011.6,14.7,9.9,244.8,21.1,8,60,2023-09-07T07:10:43,2023-09-07T19:46:19,0.75,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,C2969,KEDC,72254013904,72254413958"
"Bergstrom International Airport, Austin, Texas",2023-09-08,106.1,79.1,92.6,108.3,79.1,94.8,64.9,44.2,0,0,0,,0,0,19.5,11.4,190.3,1011.1,5.3,9.9,245.1,21.1,8,30,2023-09-08T07:11:15,2023-09-08T19:45:05,0.79,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,C2969,KEDC,72254013904,72254413958"
"Bergstrom International Airport, Austin, Texas",2023-09-09,102.8,78.2,89.7,107.1,78.2,93.4,68.3,52.7,0,0,0,,0,0,21.9,13.9,187.5,1013.1,36.1,9.9,222.5,19.4,9,60,2023-09-09T07:11:48,2023-09-09T19:43:51,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,C2969,KEDC,72254013904,72254413958"
"Bergstrom International Airport, Austin, Texas",2023-09-10,99,78.2,88.1,101.2,78.2,89.6,63.8,47.9,0,0,0,,0,0,24.2,13.9,82,1014.6,35.5,9.9,235.5,20.4,8,30,2023-09-10T07:12:21,2023-09-10T19:42:37,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,C2969,KEDC,72254013904,72254413958"
"Bergstrom International Airport, Austin, Texas",2023-09-11,97.1,70.1,83.9,97.8,70.1,84.7,61.1,48.4,0,0,0,,0,0,15,11.4,132.7,1014,57,9.8,206.8,18.1,8,30,2023-09-11T07:12:53,2023-09-11T19:41:22,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,C2969,KEDC,72254013904,72254413958"
"Bergstrom International Airport, Austin, Texas",2023-09-12,93.8,78.2,86.1,96.3,78.2,88.2,66.2,53,0,0,0,,0,0,20.8,13.9,326.8,1013.4,83.8,9.9,175.2,15.2,7,10,2023-09-12T07:13:26,2023-09-12T19:40:07,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,C2969,KEDC,72254013904,72254413958"
"Bergstrom International Airport, Austin, Texas",2023-09-13,91.1,73.1,80.4,96.2,73.1,82.2,68.9,69.4,0.155,100,16.67,rain,0,0,23,15,17.5,1013.7,82.6,9.5,135.4,11.8,8,10,2023-09-13T07:13:58,2023-09-13T19:38:52,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KATT,KAUS,72064800230,C2969,KEDC,72254013904,72254413958"
"Bergstrom International Airport, Austin, Texas",2023-09-14,93.8,73.1,78.9,100.2,73.1,81.1,72.7,83.3,0.693,100,20.83,rain,0,0,24.2,10.3,70,1012.1,88,8,139.7,11.9,9,30,2023-09-14T07:14:31,2023-09-14T19:37:37,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KATT,KAUS,72064800230,C2969,KEDC,72254013904,72254413958"
"Bergstrom International Airport, Austin, Texas",2023-09-15,90,73.1,80.2,96.3,73.1,82.9,72.7,80.3,0.012,100,4.17,rain,0,0,24.2,12.7,47,1013.6,78.4,6.9,152.5,13.1,9,60,2023-09-15T07:15:04,2023-09-15T19:36:22,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KATT,KAUS,72064800230,C2969,KEDC,72254013904,72254413958"
